Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
KOR,"Korea, Rep.",345,Total investment (% of GDP),% of GDP,34.456,32.445,32.209,32.782,32.248,32.566,32.422,33.09,34.704,37.096,39.616,41.374,38.485,37.48,38.539,39.003,39.681,37.425,27.762,30.916,32.942,31.56,30.94,32.015,32.117,32.163,32.701,32.58,33.019,28.466,32.023,32.959,31.001,29.102,29.277,28.918,29.252,31.47,31.192,31.079,30.833,30.582,30.277,30.018
KOR,"Korea, Rep.",346,Gross national savings (% of GDP),% of GDP,23.922,23.578,25.083,28.754,30.431,30.492,34.813,39.131,41.332,38.802,38.756,39.039,37.791,38.004,37.559,37.25,35.696,35.58,38.465,35.369,34.801,32.066,31.71,33.76,36.006,33.572,33.053,33.63,33.337,32.19,34.659,34.51,35.158,35.318,35.255,36.58,36.267,36.563,36.163,35.755,35.237,34.824,34.423,34.069
KOR,"Korea, Rep.",347,"Inflation, average consumer prices",Index,22.101,26.82,28.748,29.732,30.408,31.156,32.013,32.989,35.346,37.361,40.564,44.35,47.106,49.367,52.46,54.811,57.51,60.063,64.576,65.101,66.572,69.279,71.193,73.695,76.341,78.444,80.202,82.235,86.079,88.452,91.051,94.717,96.789,98.048,99.298,99.999,100.971,102.934,104.454,106.308,108.435,110.603,112.815,115.072
KOR,"Korea, Rep.",352,Population (WEO),Value,38124000,38723000,39326000,39910000,40406000,40806000,41214000,41622000,42031000,42449000,42869000,43296000,43748000,44195000,44642000,45093000,45525000,45954000,46287000,46617000,47008000,47370000,47645000,47892000,48083000,48185000,48438000,48684000,49055000,49308000,49554000,49937000,50200000,50429000,50747000,51015000,51246000,51454000,51663000,51874000,52085000,52297000,52509000,52723000
KOR,"Korea, Rep.",354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,61095000000000,71299000000000,77765000000000,89276571000000,98984558000000,108258653000000,124132679000000,129187041000000,155120506000000,174436552000000,180663200000000,195700800000000,213396122000000,229789559000000,245273347000000,246379731000000,264870529000000,283219000000000,298734000000000,308797000000000,327262000000000,339236000000000,360492000000000,383632288000000,417145809000000,447378906000000,475129520000000,503234774000000,523398426000000
KOR,"Korea, Rep.",355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,9767000000000,11672000000000,12975000000000,6072871000000,7021785000000,26388586000000,17731170000000,26257410000000,13095809000000,813460000000,7880400000000,10383400000000,22610124000000,16818965000000,203452000000,19399991000000,22533107000000,21458450000000,9289650000000,6206150000000,8649000000000,28652000000000,40167000000000,41066252000000,27938261000000,18789554000000,10736199000000,3345433000000,3444989000000
KOR,"Korea, Rep.",356,General government structural balance,National Currency,,,,,,,,,,,,,,,,8612779000000,9259850000000,9725488000000,12850872000000,8717987000000,26106509000000,18382696000000,23405109000000,12987484000000,208781000000,8138550000000,8859681000000,17818833000000,14425656000000,5341047000000,19010410000000,21944033000000,23941549000000,12770234000000,9129010000000,12213493000000,32555814000000,43307680000000,44054494000000,31347894000000,21563815000000,12887166000000,5344306000000,5587223000000
KOR,"Korea, Rep.",357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,11710000000000,13636000000000,15233000000000,9471521000000,12905619000000,33276879000000,24928883000000,33103249000000,19693387000000,9523502000000,17974500000000,22533500000000,14986874000000,12741904000000,-7528538000000,10126568000000,12646389000000,10845136000000,-2841947000000,-4604105000000,-4867526000000,12952909000000,21505735000000,23472398000000,7860231000000,1297110000000,-2347061000000,-5771041000000,-3472235000000
KOR,"Korea, Rep.",358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,,,,164330000000000,197622308000000,234429984000000,266300295000000,279617397000000,297084240000000,345666945000000,369777082000000,398876996000000,-27684500000000,27096700000000,51417236000000,99364788000000,193297121000000,198745762000000,223128314000000,235250539000000,259147790000000,290834322000000,330680867000000,369855370000000
KOR,"Korea, Rep.",359,General government gross debt,National Currency,,,,,,,,,,,26432992000000,29810113000000,33356406000000,35372264000000,37079170000000,38366081000000,39659452000000,54334560000000,76932250000000,96614459000000,108705566000000,121815723000000,133730000000000,165825000000000,203687000000000,247972000000000,282783000000000,298902000000000,311046000000000,361409000000000,390037500000000,419939000000000,443560500000000,505873700000000,554513681000000,618231408000000,654900000000000,688348007000000,735479961000000,771905331000000,819334724000000,876735791000000,943027854000000,1.009799661e+15
KOR,"Korea, Rep.",360,Gross domestic product corresponding to fiscal year,National Currency,39471400000000,49324000000000,56858600000000,67509300000000,77855600000000,87239600000000,101840200000000,120204900000000,144073400000000,163518100000000,197712300000000,238877200000000,273267400000000,310073700000000,366054200000000,428927200000000,481140800000000,530347100000000,524476700000000,576872800000000,635184500000000,688164800000000,761938900000000,810915400000000,876033100000000,919797300000000,966054600000000,1.0432578e+15,1.1044922e+15,1.1517078e+15,1.265308e+15,1.3326811e+15,1.3774566e+15,1.4294453e+15,1.4860794e+15,1.564124e+15,1.6417861e+15,1.74137164e+15,1.82228459e+15,1.908723754e+15,1.992420682e+15,2.083879742e+15,2.177938698e+15,2.276094217e+15
KOR,"Korea, Rep.",362,Volume of imports (% change),Percent change,-5.323,6.286,3.884,10.183,7.912,0.604,18.431,19.559,13.733,15.727,13.502,19.997,4.76,6.83,22.754,22.526,15.03,2.49,-23.985,24.912,21.794,-3.639,15.007,10.617,12.32,7.806,12.352,11.642,3.195,-6.756,17.256,14.345,2.404,1.71,1.466,2.094,4.728,7.028,3.446,3.169,3.95,3.931,3.918,3.887
KOR,"Korea, Rep.",363,Volume of exports (% change),Percent change,8.576,15.97,8.19,14.288,8.204,4.156,26.817,21.78,11.662,-3.567,4.592,12.388,12.843,9.589,16.563,23.067,11.337,18.828,14.253,13.078,17.172,-2.285,13.031,13.892,20.622,7.816,12.084,12.656,7.496,-0.325,12.697,15.134,5.086,4.26,2.03,-0.131,2.561,1.903,4.139,3.002,3.669,3.546,3.402,3.27
KOR,"Korea, Rep.",2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,14.244,14.819,14.663,17.022,17.159,17.044,18.038,16.955,19.129,19.912,19.642,20.258,20.455,20.805,21.296,19.472,19.875,20.561,20.899,20.779,20.923,20.663,20.702,21.052,21.855,22.454,22.8,23.106,22.995
KOR,"Korea, Rep.",2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,2.277,2.426,2.447,1.158,1.217,4.154,2.577,3.446,1.615,0.093,0.857,1.075,2.167,1.523,0.018,1.533,1.691,1.558,0.65,0.418,0.553,1.745,2.307,2.254,1.464,0.943,0.515,0.154,0.151
KOR,"Korea, Rep.",2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,2.041,1.982,1.902,2.288,1.487,4.119,2.659,3.129,1.603,0.024,0.884,0.924,1.743,1.319,0.454,1.505,1.65,1.724,0.883,0.609,0.773,1.962,2.468,2.401,1.63,1.076,0.616,0.244,0.244
KOR,"Korea, Rep.",2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,2.73,2.834,2.872,1.806,2.237,5.239,3.623,4.345,2.429,1.087,1.954,2.333,1.437,1.154,-0.654,0.8,0.949,0.787,-0.199,-0.31,-0.311,0.789,1.235,1.288,0.412,0.065,-0.113,-0.265,-0.153
KOR,"Korea, Rep.",2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,20.265,22.559,25.487,27.566,26.802,26.898,30.013,29.224,29.93,-2.01,1.896,3.46,6.353,11.774,11.413,12.244,12.325,13.007,13.956,15.183,16.25
KOR,"Korea, Rep.",2787,General government gross debt,% of GDP,,,,,,,,,,,13.369,12.479,12.207,11.408,10.129,8.945,8.243,10.245,14.668,16.748,17.114,17.702,17.551,20.449,23.251,26.959,29.272,28.651,28.162,31.38,30.825,31.511,32.201,35.39,37.314,39.526,39.889,39.529,40.36,40.441,41.123,42.072,43.299,44.365
KOR,"Korea, Rep.",3092,"Inflation, average consumer prices",Percent change,28.697,21.352,7.191,3.421,2.274,2.46,2.75,3.048,7.146,5.701,8.574,9.333,6.213,4.801,6.266,4.481,4.925,4.439,7.513,0.813,2.259,4.066,2.763,3.515,3.591,2.754,2.242,2.535,4.674,2.757,2.939,4.026,2.187,1.301,1.275,0.706,0.972,1.944,1.476,1.775,2,2,2,2
KOR,"Korea, Rep.",3296,Unemployment rate (% of total labor force) (WEO),%,5.2,4.5,4.133,4.117,3.85,4.025,3.842,3.108,2.525,2.583,2.458,2.45,2.525,2.9,2.475,2.067,2.058,2.617,6.95,6.55,4.425,4,3.258,3.55,3.658,3.75,3.475,3.258,3.175,3.633,3.708,3.408,3.225,3.1,3.492,3.592,3.675,3.683,3.7,3.7,3.2,3.1,3.1,3.1
KSV,Kosovo,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.297,13.926,10.717,10.766,17.736,14.018,15.074,13.196,17.263,17.609,17.962,18.461,18.946,19.285,19.558
KSV,Kosovo,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,,,,,,,,,,67.966,75.893,78.598,78.834,78.002,76.915,77.393,80.766,88.318,86.19,89.189,95.733,98.104,99.838,100.266,99.728,100,101.488,102.254,104.396,106.606,108.959,111.364,113.823
KSV,Kosovo,352,Population (WEO),Value,,,,,,,,,,,,,,,,,,,,,1472000,1472000,1511000,1537000,1631000,1651000,1674000,1699000,1720000,1747000,1775000,1780000,1816000,1821000,1805000,1772000,1784000,1799000,1813000,1827000,1842000,1857000,1872000,1887000
KSV,Kosovo,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,44000000,204000000,239000000,402000000,543000000,749000000,720000000,634000000,655000000,950000000,1177000000,1262000000,1389000000,1451000000,1480000000,1469000000,1562000000,1672000000,1759000000,1995000000,2162000000,2220000000,2294000000,2373000000,2451000000
KSV,Kosovo,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,-9000000,45000000,123000000,108000000,47000000,-133000000,-92000000,86000000,243000000,-7000000,-26000000,-98000000,-84000000,-129000000,-168000000,-135000000,-107000000,-77000000,-78000000,-225000000,-301000000,-273000000,-249000000,-222000000,-185000000
KSV,Kosovo,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95000000,-77000000,-119000000,-156000000,-122000000,-91000000,-58000000,-59000000,-201000000,-276000000,-248000000,-224000000,-197000000,-162000000
KSV,Kosovo,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,520000000,506000000,381000000,712000000,700000000,672000000,809000000,851000000,940000000,1089000000,1180000000,1331000000,1449000000,1697000000,1956000000,2196000000,2421000000,2606000000
KSV,Kosovo,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,,,,,,,,,,,2268000000,2805000000,2862000000,2967000000,2912000000,3003000000,3120000000,3461000000,3883000000,4070000000,4402000000,4814000000,5059000000,5327000000,5567000000,5807000000,6070000000,6282000000,6609000000,7014000000,7454000000,7938000000,8451000000,9003000000
KSV,Kosovo,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,-17.701,-4.9,13.839,23.504,4.302,6.391,17.904,18.056,-0.309,3.849,8.58,-16.317,-1.245,7.191,-14.66,6.757,6.678,9.367,2.781,5.514,4.364,4.53,4.255
KSV,Kosovo,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,60.185,-32.959,-5.026,123.604,8.36,33.041,35.37,7.338,6.325,6.7,31.2,-1.672,-17.142,-7.212,-25.406,9.094,19.045,4.811,7.144,6.649,6.117,6.558,6.003
KSV,Kosovo,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,9,8.537,14.032,18.29,25.701,23.992,20.318,18.915,24.479,28.924,28.668,28.857,28.685,27.786,26.386,26.897,27.55,28.006,30.186,30.826,29.785,28.905,28.075,27.223
KSV,Kosovo,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,1.98,4.384,3.762,1.586,-4.583,-3.073,2.744,7.031,-0.188,-0.635,-2.225,-1.752,-2.556,-3.147,-2.423,-1.838,-1.266,-1.239,-3.409,-4.285,-3.665,-3.138,-2.623,-2.054
KSV,Kosovo,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.164,-1.604,-2.357,-2.932,-2.184,-1.566,-0.959,-0.946,-3.045,-3.928,-3.324,-2.82,-2.335,-1.803
KSV,Kosovo,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,16.669,14.635,9.813,17.499,15.904,13.948,15.992,15.985,16.887,18.745,19.435,21.187,21.92,24.198,26.244,27.669,28.644,28.946
KSV,Kosovo,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,,,,11.662,3.565,0.3,-1.055,-1.394,0.622,4.358,9.35,-2.41,3.481,7.336,2.477,1.767,0.429,-0.537,0.273,1.488,0.754,2.095,2.117,2.208,2.207,2.207
KSV,Kosovo,3296,Unemployment rate (% of total labor force) (WEO),%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,30,35.3,32.9,27.5,30.5,,,,,,
KWT,Kuwait,345,Total investment (% of GDP),% of GDP,13.885,16.508,22.948,24.786,21.024,18.855,22.11,17.545,15.696,12.299,15.872,39.293,19.867,17.187,19.869,14.759,15.106,13.637,18.448,14.555,10.67,14.31,17.129,16.644,18.186,16.425,16.158,20.456,17.63,17.966,17.659,13.548,12.835,14.351,16.29,25.428,26.994,24.924,22.206,22.779,23.884,24.848,25.232,25.461
KWT,Kuwait,346,Gross national savings (% of GDP),% of GDP,70.286,72.311,47.491,51.568,53.301,43.812,56.227,52.767,50.532,50.929,2.789,-236.428,-3.49,31.197,35.479,37.72,39.922,42.617,26.987,31.362,49.57,38.149,28.281,36.267,47.3,56.795,64.717,57.247,58.501,42.273,50.831,57.143,58.697,55.911,50.208,37.116,32.915,35.389,33.552,33.79,32.803,32.016,31.022,29.852
KWT,Kuwait,347,"Inflation, average consumer prices",Index,55.089,59.151,63.751,66.759,67.545,68.552,69.206,69.659,70.682,73.044,84.583,91.461,91.166,91.716,93.893,96.272,99.197,100,100.6,103.702,105.328,106.854,107.705,108.767,110.134,114.672,118.218,124.678,132.533,138.642,144.876,151.983,156.845,161.084,166.121,172.231,178.228,180.913,182.361,187.832,194.594,200.82,206.243,211.811
KWT,Kuwait,352,Population (WEO),Value,1370000,1432000,1497000,1566000,1600000,1700000,1800000,1900000,2000000,2100000,2130000,1360000,1420000,1480000,1830000,1960000,2090000,2209000,2271000,2255000,2217000,2309000,2420000,2547000,2754000,2991000,3183000,3400000,3442000,3485000,3582000,3697000,3807000,3892000,4039000,4239000,4286000,4405000,4528000,4655000,4784000,4918000,5055000,5196000
KWT,Kuwait,354,General government total expenditure,National Currency,,,,,,,,,,,4918000000,6392000000,5292000000,4438000000,4319000000,4429000000,4198000000,4021000000,4112000000,4119000000,4230000000,4594000000,4852000000,5281000000,5991000000,6635000000,9405000000,9800000000,16005000000,12866000000,14800000000,16604000000,18911000000,18841000000,20496000000,18755000000,17681000000,18752000000,20011000000,21037000000,22083000000,23158000000,23881000000,24533000000
KWT,Kuwait,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-1704000000,-4737000000,-2889000000,-1139000000,-674000000,-151000000,1094000000,1580000000,544000000,1390000000,3658000000,3067000000,2241000000,2468000000,3891000000,10217000000,9399000000,12189000000,7989000000,8391000000,8588000000,14148000000,15799000000,16850000000,10350000000,1928000000,210000000,2421000000,5095000000,5545000000,4765000000,3941000000,3454000000,2980000000
KWT,Kuwait,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-3090000000,-5848000000,-3517000000,-1453000000,-1002000000,-764000000,29000000,165000000,-823000000,-43000000,1819000000,1518000000,1175000000,1439000000,2407000000,5856000000,5653000000,8327000000,4400000000,5518000000,5584000000,11272000000,12390000000,12726000000,5867000000,-2584000000,-4611000000,-3433000000,-441000000,6000000,-1008000000,-1972000000,-2560000000,-3122000000
KWT,Kuwait,359,General government gross debt,National Currency,,,,,,,,,,,,4732000000,6858000000,6428000000,6528000000,6327000000,5561000000,4802000000,4359000000,4269000000,4040000000,3757000000,3471000000,3279000000,3031000000,2785000000,2433000000,2296000000,2130000000,2029000000,2038000000,1973000000,1755000000,1527000000,1587000000,1604000000,3312000000,7500000000,8200000000,11666000000,14466000000,17266000000,20066000000,22526000000
KWT,Kuwait,360,Gross domestic product corresponding to fiscal year,National Currency,7764000000,7039000000,6214000000,6083000000,6425000000,6450000000,5203000000,6233000000,5773000000,7143000000,5328000000,3131000000,5827000000,7231000000,7380000000,8114000000,9429000000,9207000000,7906000000,9170000000,11571000000,10696000000,11589000000,14258000000,17517000000,23595000000,29470000000,32581000000,39620000000,30496000000,33079000000,42512000000,48722000000,49392000000,46285000000,34473000000,33507000000,36434000000,43632000000,46002000000,47728000000,49841000000,52224000000,54689000000
KWT,Kuwait,362,Volume of imports (% change),Percent change,29.048,-7.054,7.72,3.894,-1.474,-3.598,-17.687,-9.179,5.027,13.829,6.6,125.095,-18.85,-1.446,-2.957,3.83,2.567,-0.126,13.443,-9.07,-12.456,6.981,6.978,13.016,14.977,12.226,4.712,24.744,3.793,-12.492,6.33,5.168,13.964,-0.085,7.952,6.836,1.062,7.117,1.079,2.176,3.035,3.035,3.035,3.264
KWT,Kuwait,363,Volume of exports (% change),Percent change,-30.889,-26.392,-28.848,18.463,9.826,-8.841,12.303,5.33,-16.727,55.04,-45.4,-81.784,611.282,52.554,5.237,7.53,-0.494,0.402,2.592,-14.316,8.988,-0.667,-11.955,31.408,8.129,8.787,7.746,-0.254,2.21,-6.344,-0.497,14.262,7.687,-3.993,1.405,-0.868,1.801,-9.703,1.24,4.689,4.348,4.122,3.671,1.992
KWT,Kuwait,2777,General government total expenditure,% of GDP,,,,,,,,,,,92.311,204.17,90.821,61.38,58.53,54.59,44.517,43.678,52.012,44.92,36.554,42.952,41.866,37.039,34.202,28.119,31.914,30.08,40.396,42.187,44.741,39.058,38.815,38.146,44.281,54.405,52.77,51.467,45.864,45.732,46.268,46.464,45.727,44.859
KWT,Kuwait,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-31.983,-151.309,-49.578,-15.747,-9.138,-1.857,11.607,17.166,6.879,15.154,31.614,28.671,19.335,17.308,22.212,43.303,31.895,37.411,20.165,27.513,25.962,33.281,32.428,34.114,22.362,5.593,0.627,6.645,11.678,12.054,9.985,7.906,6.615,5.449
KWT,Kuwait,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-58,-186.794,-60.357,-20.088,-13.576,-9.412,0.312,1.796,-10.406,-0.472,15.72,14.192,10.137,10.092,13.741,24.821,19.182,25.557,11.106,18.094,16.879,26.516,25.429,25.765,12.676,-7.497,-13.761,-9.422,-1.011,0.012,-2.111,-3.956,-4.902,-5.709
KWT,Kuwait,2787,General government gross debt,% of GDP,,,,,,,,,,,,151.138,117.702,88.906,88.458,77.977,58.976,52.16,55.139,46.554,34.915,35.12,29.951,22.998,17.302,11.805,8.257,7.047,5.376,6.653,6.161,4.641,3.602,3.092,3.429,4.653,9.883,20.584,18.793,25.359,30.309,34.641,38.422,41.189
KWT,Kuwait,3092,"Inflation, average consumer prices",Percent change,6.928,7.375,7.777,4.718,1.177,1.49,0.954,0.655,1.468,3.342,15.798,8.132,-0.323,0.603,2.374,2.533,3.038,0.809,0.6,3.083,1.569,1.448,0.797,0.986,1.257,4.12,3.092,5.465,6.3,4.61,4.496,4.905,3.199,2.703,3.127,3.678,3.482,1.507,0.8,3,3.6,3.2,2.7,2.7
KWT,Kuwait,3296,Unemployment rate (% of total labor force) (WEO),%,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.842,7.183,1.5,1.8,0.699,0.711,0.791,0.777,1.097,1.305,1.221,1.42,1.349,1.37,1.701,1.671,1.639,2.072,2.078,1.986,1.902,1.722,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134
LAO,Lao PDR,347,"Inflation, average consumer prices",Index,0.172,0.231,0.393,0.638,0.812,1.743,2.353,2.496,2.866,4.577,3.372,3.826,4.202,4.44,4.78,5.692,6.782,8.107,15.416,35.211,38.157,41.137,45.511,52.56,58.062,62.224,66.297,69.387,74.681,74.786,79.26,85.259,88.887,94.551,98.455,99.713,101.305,102.141,103.108,107.729,111.284,114.734,118.291,121.958
LAO,Lao PDR,352,Population (WEO),Value,3118000,3177000,3251000,3334000,3425000,3519000,3618000,3721000,3828000,3938000,4087000,4208000,4331000,4454000,4575000,4691000,4801000,4907000,4991000,5076000,5162000,5250000,5339000,5430000,5522000,5621000,5702000,5784000,5867000,5952000,6038000,6124000,6213000,6302000,6393000,6492000,6585000,6680000,6777000,6874000,6973000,7073000,7175000,7279000
LAO,Lao PDR,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,2822400000000,3427631000000,3082811000000,4016598000000,3721043000000,5124350000000,5937910000000,7192402000000,7768047000000,10056417000000,13833215000000,14972583000000,17315753000000,23700881000000,25738599000000,26933016000000,26455000000000,30921000000000,32609000000000,36139414000000,40150641000000,44305159000000,48759091000000,53927906000000
LAO,Lao PDR,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-573500000000,-951514000000,-399663000000,-1218639000000,-616853000000,-1238276000000,-975540000000,-1058317000000,-634346000000,-1957823000000,-1734073000000,-1081358000000,-357351000000,-4514334000000,-4196669000000,-2708413000000,-5965000000000,-7847825000000,-6703802000000,-6811166000000,-7764180000000,-9327396000000,-10958791000000,-12148728000000
LAO,Lao PDR,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-533569000000,-905464000000,-318657000000,-1136148000000,-435932000000,-965864000000,-756966000000,-847514000000,-378251000000,-1788702000000,-1482998000000,-749001000000,132632000000,-3608791000000,-3415714000000,-1682987000000,-4479573000000,-5999398000000,-4433376000000,-4202927000000,-4803727000000,-6006572000000,-7262316000000,-8149854000000
LAO,Lao PDR,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,,15799877000000,18779078000000,21331286000000,22641669000000,23790160000000,24601820000000,25272076000000,27020797000000,29848344000000,33182005000000,35294278000000,43747130000000,49350512000000,60669423000000,66596892000000,73804281000000,87293749000000,99310198000000,111056412000000,123339074000000,136871875000000,151854656000000,168181838000000
LAO,Lao PDR,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,689532000000,846029000000,991018000000,1125715000000,1301607000000,1633479000000,2008585000000,2535659000000,4399454000000,8539888000000,12836000000000,16036820000000,18938405000000,22661739000000,26957175000000,31377332000000,37898986000000,44161785000000,50374423000000,54079656000000,60194957000000,69470511000000,79197835000000,90803145000000,103564864000000,114638011000000,126272236000000,137292758000000,148810346000000,163674634000000,180878664000000,199361228000000,219393796000000,241384622000000
LAO,Lao PDR,362,Volume of imports (% change),Percent change,-13.427,16.142,32.697,10.473,14.496,7.78,-12.803,6.048,3.579,25.336,-7.561,13,17.8,59.8,22.3,-1.5,15.2,-6.939,-4.031,-0.401,20.588,7.388,-2.095,2.725,31.132,16.231,18.436,15.783,21.851,9.447,9.241,17.1,31.03,5.387,2.493,-0.952,1.652,8.017,7.313,3.745,2.84,-0.492,-1.199,-1.744
LAO,Lao PDR,363,Volume of exports (% change),Percent change,-21.72,60.183,66.915,-7.413,8.079,43.743,-2.563,-6.25,13.806,17.294,26.489,22.1,38.2,64.6,12.7,3.7,0.361,-3.78,4.174,4.472,12.636,-13.731,-4.571,-9.289,5.978,11.734,14.416,7.56,13.66,4.884,16.731,21.667,6.685,10.552,22.155,-4.799,4.127,7.28,4.529,6.354,3.08,3.484,-1.809,6.035
LAO,Lao PDR,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,21.988,21.374,16.278,17.724,13.804,16.331,15.668,16.286,15.421,18.596,22.981,21.552,21.864,26.101,24.853,23.494,20.951,22.522,21.913,22.08,22.198,22.224,22.224,22.341
LAO,Lao PDR,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-4.468,-5.933,-2.11,-5.378,-2.288,-3.946,-2.574,-2.396,-1.259,-3.62,-2.881,-1.557,-0.451,-4.972,-4.052,-2.363,-4.724,-5.716,-4.505,-4.161,-4.292,-4.679,-4.995,-5.033
LAO,Lao PDR,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-4.157,-5.646,-1.683,-5.014,-1.617,-3.078,-1.997,-1.919,-0.751,-3.308,-2.464,-1.078,0.167,-3.974,-3.298,-1.468,-3.548,-4.37,-2.979,-2.568,-2.656,-3.013,-3.31,-3.376
LAO,Lao PDR,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,98.523,99.159,94.129,83.991,75.82,64.914,57.226,53.64,55.193,55.124,50.805,55.238,54.349,58.581,58.093,58.449,63.582,66.736,67.852,68.189,68.655,69.216,69.674
LAO,Lao PDR,3092,"Inflation, average consumer prices",Percent change,188.816,33.7,70.381,62.511,27.175,114.698,35.002,6.112,14.8,59.7,-26.317,13.439,9.847,5.65,7.67,19.075,19.147,19.544,90.141,128.409,8.369,7.809,10.633,15.489,10.467,7.167,6.546,4.662,7.629,0.141,5.983,7.569,4.255,6.371,4.129,1.277,1.597,0.825,0.947,4.482,3.3,3.1,3.1,3.1
LBN,Lebanon,346,Gross national savings (% of GDP),% of GDP,14.65,-1.287,65.167,-11.025,-13.829,-6.181,-2.138,-2.219,-5.599,26.013,18.021,19.561,36.319,23.309,26.611,23.64,20.322,-3.387,4.125,6.011,5.775,5.94,8.596,7.059,9.668,7.547,8.364,12.629,6.971,8.199,3.732,3.063,-0.544,2.643,-0.489,4.496,0.741,-0.714,-2.568,-2.267,1.175,-2.639,-1.073,-1.646
LBN,Lebanon,347,"Inflation, average consumer prices",Index,0.052,0.062,0.074,0.079,0.093,0.157,0.308,1.806,4.605,7.93,13.394,20.106,40.181,50.12,54.247,59.825,65.137,70.183,73.376,73.553,73.291,73.022,74.307,75.249,76.507,75.958,80.188,83.442,92.419,93.523,97.249,102.083,108.802,114.047,116.162,111.807,110.895,115.859,123.408,127.762,130.863,134.038,137.291,140.622
LBN,Lebanon,352,Population (WEO),Value,2550000,2531000,2521000,2521000,2521000,2550000,2588000,2617000,2645000,2674000,2703000,2752000,2822000,2901000,2975000,3033000,3071000,3093000,3114000,3157000,3235000,3358000,3516000,3690000,3854000,3987000,4080000,4140000,4186000,4247000,4341000,4383000,4425000,4425000,4425000,4425000,4467000,4510000,4554000,4597000,4642000,4686000,4731000,4777000
LBN,Lebanon,354,General government total expenditure,National Currency,,,,,,,,,,,778300000000,1450877000000,3385173000000,2982399000000,7144555000000,5532090000000,8779858000000,9696962000000,8970182000000,9209273000000,10991882000000,10187392000000,10444805000000,10699550000000,10621575000000,10183187000000,11995810000000,13171952000000,15067536000000,17122839000000,16894318000000,17347142000000,20058556000000,20434523000000,20905324000000,20065763000000,21808000000000,22426620000000,27654284000000,29969975000000,31952019000000,34132762000000,36739509000000,39661619000000
